股票代码,所属概念,market_code,code,所属概念数量
688283.SH,军工信息化;卫星导航;商业航天;军民融合;军工;车联网(车路协同);5G;专精特新;西部大开发;融资融券,17,688283,10
603685.SH,PCB概念;家用电器;长三角一体化;东数西算(算力);风电;绿色电力,17,603685,6
002075.SZ,特钢概念;新能源汽车;华为概念;无人机;军工;深股通;融资融券,33,002075,7
300719.SZ,成飞概念;军民融合;大飞机;军工信息化;商业航天;军工;碳纤维;低空经济;无人机;飞行汽车(eVTOL);高端装备;京津冀一体化;信创;虚拟现实;专精特新,33,300719,15
300662.SZ,财税数字化;AI智能体;数据要素;DeepSeek概念;职业教育;人工智能;京津冀一体化;华为概念;雄安新区;AI应用;深股通,33,300662,11
920394.BJ,风电;融资融券;高铁;低空经济;大飞机;比亚迪概念;特高压;无人机;国企改革;新能源汽车;专精特新,151,920394,11
600183.SH,共封装光学(CPO);PCB概念;存储芯片;先进封装;MiniLED;毫米波雷达;5G;汽车电子;芯片概念;2025三季报预增;新能源汽车;华为概念;沪股通;融资融券;商业航天,17,600183,15
301526.SZ,PCB概念;华为手机;5G;消费电子概念;汽车电子;华为概念;光伏概念;特高压;工业互联网;数字经济;风电;一带一路;西部大开发;国企改革;绿色电力;深股通;融资融券,33,301526,17
605287.SH,新型城镇化;装配式建筑;光伏建筑一体化;虚拟现实;乡村振兴;回购增持再贷款概念,17,605287,6
603077.SH,金属锌;金属铅;金属铜;磷化工;黄金概念;化肥;草甘膦;硅能源;稀土永磁;锂电池概念;天然气;绿色电力;建筑节能;TOPCON电池;参股银行;西部大开发;光伏概念;一带一路;回购增持再贷款概念;沪股通;融资融券,17,603077,21
603090.SH,液冷服务器;数据中心;数据要素;储能;锂电池概念;人民币贬值受益;新能源汽车;牙科医疗;农机;风电;氢能源;碳中和;乡村振兴;煤化工概念,17,603090,14
300225.SZ,ST板块;创投,33,300225,2
605177.SH,仿制药一致性评价;合成生物;阿尔茨海默概念,17,605177,3
002824.SZ,宁德时代概念;新能源汽车;比亚迪概念;储能;汽车热管理;华为手机;柔性屏(折叠屏);消费电子概念;智能家居;华为概念;小米概念;三胎概念;深股通;融资融券,33,002824,14
920706.BJ,芯片概念;工业母机;中俄贸易概念;互联网金融;融资融券;一带一路;海峡两岸;专精特新,151,920706,8
300980.SZ,人形机器人;柔性屏(折叠屏);新能源汽车;长安汽车概念;机器人概念;小米概念;消费电子概念;专精特新;建筑节能;足球概念;华为概念;一带一路;有机硅概念;锂电池概念;融资融券,33,300980,15
300650.SZ,MiniLED;无线耳机;汽车电子;小米概念;传感器;5G;存储芯片;物联网;海峡两岸;比亚迪概念;华为概念;芯片概念;智慧灯杆;智慧城市;机器人概念;元宇宙;人民币贬值受益,33,300650,17
300407.SZ,职业教育;智慧城市;信创;高铁;京津冀一体化;智能电网;雄安新区;人民币贬值受益;充电桩;垃圾分类;机器人概念;一带一路;专精特新;无人驾驶,33,300407,14
000738.SZ,国产航母;军民融合;大飞机;商业航天;航空发动机;军工;无人机;央企国企改革;高端装备;国企改革;深股通;融资融券,33,000738,12
600603.SH,统一大市场;冷链物流;新疆振兴;一带一路;西部大开发;沪股通;摘帽,17,600603,7
300308.SZ,共封装光学(CPO);F5G概念;中国AI 50;液冷服务器;5G;汽车电子;芯片概念;同花顺新质50;数据中心;深股通;无人驾驶;人民币贬值受益;创投;融资融券,33,300308,14
688377.SH,页岩气;高端装备;专精特新;天然气;人民币贬值受益;海工装备;沪股通;融资融券,17,688377,8
002326.SZ,氟化工概念;钠离子电池;锂电池概念;宁德时代概念;液冷服务器;仿制药一致性评价;深股通;融资融券,33,002326,8
688757.SH,科创次新股;先进封装;存储芯片;光刻胶;注册制次新股;芯片概念;新能源汽车;新股与次新股;融资融券,17,688757,9
301356.SZ,人民币贬值受益;参股银行;融资融券,33,301356,3
601611.SH,可控核聚变;核电;军工;中字头股票;央企国企改革;水利;储能;房屋检测;一带一路;长三角一体化;国企改革;PPP概念;同花顺中特估100;沪股通;融资融券,17,601611,15
300402.SZ,光热发电;航空发动机;特钢概念;海工装备;军工;中俄贸易概念;光伏概念;高端装备;污水处理;国企改革;硅能源;专精特新;回购增持再贷款概念;小金属概念;金属铜,33,300402,15
920892.BJ,AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;融资融券;数字经济;新型城镇化;粤港澳大湾区;房屋检测;一带一路;乡村振兴;低空经济;国企改革,151,920892,14
000534.SZ,航空发动机;大飞机;军工;无人机;低空经济;创新药;深股通;融资融券,33,000534,8
688799.SH,创新药;仿制药一致性评价;合成生物;肝炎概念;幽门螺杆菌概念;专精特新;沪股通;融资融券,17,688799,8
688552.SH,军民融合;军工信息化;军工;低空经济;专精特新;央企国企改革;国企改革;沪股通;融资融券,17,688552,9
603826.SH,钛白粉概念;福建自贸区;海峡两岸;专精特新;沪股通;融资融券,17,603826,6
300118.SZ,商业航天;钙钛矿电池;硅能源;TOPCON电池;HJT电池;光伏概念;光伏建筑一体化;储能;绿色电力;华为概念;乡村振兴;共同富裕示范区;深股通;融资融券,33,300118,14
603926.SH,农机;长安汽车概念;机器人概念;燃料电池;新能源汽车,17,603926,5
600963.SH,生物质能发电;污水处理;PPP概念;雄安新区;碳中和;碳交易;国企改革;央企国企改革;DeepSeek概念;人工智能;沪股通;融资融券,17,600963,12
002919.SZ,网络游戏;手机游戏;元宇宙;抖音概念(字节概念);虚拟现实,33,002919,5
300072.SZ,生态农业;化肥;乡村振兴;碳中和;页岩气;氢能源;国企改革;PM2.5;京津冀一体化;人民币贬值受益;深股通;融资融券,33,300072,12
603052.SH,共封装光学(CPO);OLED;芯片概念;宁德时代概念;固态电池;消费电子概念;锂电池概念;专精特新;新能源汽车;传感器;沪股通,17,603052,11
600105.SH,超导概念;可控核聚变;光纤概念;共封装光学(CPO);商业航天;3D打印;芯片概念;军工;核电;5G;海工装备;东数西算(算力);数据中心;低空经济;网络安全;数据安全;华为概念;比亚迪概念;专精特新;工业互联网;风电;新能源汽车;华为汽车;一带一路;长三角一体化;参股银行;沪股通;融资融券,17,600105,28
002601.SZ,钛白粉概念;石墨电极;钒电池;小金属概念;金属钴;锂电池概念;回购增持再贷款概念;高股息精选;固态电池;氢能源;天然气;宁德时代概念;养老概念;深股通;融资融券,33,002601,15
688102.SH,商业航天;航空发动机;可控核聚变;3D打印;核电;芯片概念;独角兽概念;特高压;DeepSeek概念;共封装光学(CPO);充电桩;新能源汽车;西部大开发;医疗器械概念;沪股通;融资融券,17,688102,16
300316.SZ,第三代半导体;培育钻石;先进封装;TOPCON电池;芯片概念;AI眼镜;消费电子概念;光伏概念;新型工业化;数字经济;智能物流;深股通;融资融券,33,300316,13
688498.SH,共封装光学(CPO);光纤概念;汽车芯片;5G;芯片概念;数据中心;西部大开发;沪股通;融资融券,17,688498,9
001330.SZ,短剧游戏;Sora概念(文生视频);文化传媒概念;IP经济(谷子经济);AIGC概念;抖音概念(字节概念);腾讯概念;阿里巴巴概念;新疆振兴;西部大开发;AI应用;深股通,33,001330,12
002498.SZ,柔性直流输电;特高压;核电;风电;海工装备;智能电网;氢能源;充电桩;一带一路;无人机;数字经济;5G;深股通;融资融券,33,002498,14
920368.BJ,一带一路;融资融券;光伏概念;第三代半导体;TOPCON电池;BC电池;HJT电池;硅能源,151,920368,8
002467.SZ,智慧政务;区块链;Web3.0;腾讯概念;AI智能体;云计算;云办公;在线教育;虚拟数字人;阿里巴巴概念;网络安全;元宇宙;数字经济;鸿蒙概念;AIGC概念;信创;智谱AI;人工智能;DeepSeek概念;虚拟现实;语音技术;物联网;数据中心;网红经济;低空经济;小米概念;一带一路;融资融券;深股通,33,002467,29
002115.SZ,AI应用;小红书概念;快手概念;短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;6G概念;信创;人工智能;网红经济;卫星导航;智慧城市;智慧灯杆;共同富裕示范区;华为概念;创投;海工装备;专精特新;5G;深股通;融资融券,33,002115,25
301408.SZ,AI应用;医药电商;智能医疗;养老概念;阿里巴巴概念;流感;创新药;人工智能;合成生物;医疗器械概念;深股通;融资融券,33,301408,12
603239.SH,人形机器人;华为汽车;比亚迪概念;长安汽车概念;机器人概念;新能源汽车;回购增持再贷款概念;国企改革,17,603239,8
300480.SZ,先进封装;第三代半导体;芯片概念;工业母机;传感器;高端装备;专精特新;华为概念;机器人概念;物联网;工业互联网;一带一路;深股通,33,300480,13
603393.SH,天然气;煤炭概念;新疆振兴;页岩气;俄乌冲突概念;西部大开发;融资融券;沪股通,17,603393,8
603898.SH,IP经济(谷子经济);智能家居,17,603898,2
600879.SH,卫星导航;商业航天;军工信息化;太赫兹;军民融合;军工;无人机;低空经济;量子科技;物联网;高端装备;京津冀一体化;央企国企改革;传感器;芯片概念;特高压;国企改革;医疗器械概念;沪股通;融资融券,17,600879,20
300008.SZ,军民融合;太赫兹;军工;海工装备;数字孪生;高端装备;人工智能;风电;专精特新;机器人概念;垃圾分类;一带一路;航运概念;天然气;深股通;融资融券,33,300008,16
603402.SH,文化传媒概念;注册制次新股;旅游概念;西部大开发;国企改革;新股与次新股;融资融券,17,603402,7
920116.BJ,DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;卫星导航;商业航天;数据要素;国企改革,151,920116,10
301381.SZ,ERP概念;DeepSeek概念;人工智能;跨境电商;人民币贬值受益;智能物流;AI应用;深股通;融资融券,33,301381,9
603010.SH,磷化工;锂电池概念;合成生物;新能源汽车;比亚迪概念;芯片概念;融资融券;沪股通,17,603010,8
603779.SH,农业种植;乡村振兴;白酒概念,17,603779,3
920021.BJ,先进封装;AI应用;6G概念;卫星导航;冰雪产业;体育产业;商业航天;虚拟数字人;Sora概念(文生视频);毫米波雷达;知识产权保护;足球概念;智能穿戴;芯片概念;短剧游戏;腾讯概念;文化传媒概念;融资融券;人工智能;低空经济;AIGC概念;军工;5G;军民融合;DeepSeek概念;AI智能体,151,920021,26
300394.SZ,共封装光学(CPO);光纤概念;先进封装;英伟达概念;5G;同花顺新质50;数据中心;华为概念;无人驾驶;专精特新;人民币贬值受益;深股通;融资融券,33,300394,13
688710.SH,CRO概念;细胞免疫治疗;创新药;智能医疗;央企国企改革;国企改革;沪股通;融资融券,17,688710,8
600372.SH,国产航母;军民融合;军工信息化;商业航天;大飞机;军工;低空经济;无人机;飞行汽车(eVTOL);央企国企改革;传感器;国企改革;沪股通;融资融券;卫星导航;中字头股票,17,600372,16
605090.SH,商业航天;数字经济;DeepSeek概念;创投;氢能源;芯片概念;智能物流;粤港澳大湾区;天然气;绿色电力;俄乌冲突概念;回购增持再贷款概念;页岩气;航运概念;煤化工概念;融资融券;沪股通,17,605090,17
301329.SZ,商业航天;卫星导航;海峡两岸;5G;光纤概念;储能;光伏概念;新能源汽车;消费电子概念;融资融券,33,301329,10
920665.BJ,核污染防治;海峡两岸;光伏概念;融资融券;商业航天;高铁;PCB概念;专精特新,151,920665,8
301023.SZ,减速器;人形机器人;机器人概念;储能;光伏概念;特高压;股权转让(并购重组);融资融券,33,301023,8
920957.BJ,一带一路;粤港澳大湾区;专精特新;融资融券,151,920957,4
300065.SZ,国产航母;军工信息化;商业航天;军工;云计算;海工装备;数据要素;算力租赁;东数西算(算力);阿里巴巴概念;人工智能;腾讯概念;高端装备;DeepSeek概念;传感器;机器人概念;数据中心;京津冀一体化;专精特新;风电;深股通;融资融券;股权转让(并购重组),33,300065,23
301522.SZ,商业航天;航空发动机;军民融合;可控核聚变;军工;核电;高端装备;特钢概念;芯片概念;京津冀一体化;专精特新;金属回收;深股通;融资融券,33,301522,14
605598.SH,商业航天;卫星导航;无人机;钙钛矿电池;土壤修复;一带一路;人民币贬值受益;沪股通,17,605598,8
603380.SH,汽车电子;5G;新能源汽车;消费电子概念;机器人概念;数据中心;独角兽概念;医疗器械概念;沪股通,17,603380,9
688556.SH,第三代半导体;减速器;人形机器人;机器人概念;光伏概念;机器视觉;多模态AI;沪股通;融资融券,17,688556,9
301005.SZ,商业航天;航空发动机;卫星导航;大飞机;军工;无人机;低空经济;PEEK材料;飞行汽车(eVTOL);换电概念;机器人概念;小米汽车;专精特新;华为汽车;人形机器人;小米概念;创投;氢能源;家用电器;汽车热管理;智能物流;比亚迪概念;新能源汽车;特斯拉概念;深股通;融资融券,33,301005,26
002414.SZ,毫米波雷达;芯片概念;华为昇腾;商业航天;车联网(车路协同);机器视觉;无人机;汽车电子;无人驾驶;华为概念;军工;军民融合;安防;传感器;机器人概念;高端装备;智能家居;深股通;融资融券;低空经济,33,002414,20
002218.SZ,钙钛矿电池;HJT电池;POE胶膜;硅能源;光伏建筑一体化;商业航天;光伏概念;卫星导航;充电桩;储能;华为概念;绿色电力;粤港澳大湾区;新能源汽车;芯片概念;深股通;融资融券,33,002218,17
688766.SH,存储芯片;MCU芯片;芯片概念;汽车电子;小米概念;华为概念;融资融券;沪股通,17,688766,8
002130.SZ,铜缆高速连接;消费电子概念;人形机器人;华为海思概念股;高压快充;比亚迪概念;数据中心;新能源汽车;超导概念;同花顺新质50;核电;机器人概念;充电桩;军工;华为概念;大飞机;智能电网;工业互联网;锂电池概念;风电;粤港澳大湾区;海峡两岸;互联网金融;绿色电力;医疗器械概念;深股通;融资融券;3D打印,33,002130,28
000777.SZ,可控核聚变;商业航天;核电;核污染防治;超超临界发电;央企国企改革;水利;氢能源;安防;燃料电池;煤化工概念;一带一路;国企改革;天然气;融资融券;幽门螺杆菌概念;深股通;中字头股票,33,000777,18
