market_code,所属概念,股票代码,所属概念数量,code
17,军工信息化;卫星导航;商业航天;军民融合;军工;车联网(车路协同);5G;专精特新;西部大开发;融资融券,688283.SH,10,688283
17,PCB概念;家用电器;长三角一体化;东数西算(算力);风电;绿色电力,603685.SH,6,603685
33,特钢概念;新能源汽车;华为概念;无人机;军工;深股通;融资融券,002075.SZ,7,002075
33,成飞概念;军民融合;大飞机;军工信息化;商业航天;军工;碳纤维;低空经济;无人机;飞行汽车(eVTOL);高端装备;京津冀一体化;信创;虚拟现实;专精特新,300719.SZ,15,300719
33,财税数字化;AI智能体;数据要素;DeepSeek概念;职业教育;人工智能;京津冀一体化;华为概念;雄安新区;AI应用;深股通,300662.SZ,11,300662
151,比亚迪概念;风电;高铁;特高压;融资融券;大飞机;新能源汽车;低空经济;无人机;国企改革;专精特新,920394.BJ,11,920394
17,共封装光学(CPO);PCB概念;存储芯片;先进封装;MiniLED;毫米波雷达;5G;汽车电子;芯片概念;2025三季报预增;新能源汽车;华为概念;沪股通;融资融券;商业航天,600183.SH,15,600183
33,PCB概念;华为手机;5G;消费电子概念;汽车电子;华为概念;光伏概念;特高压;工业互联网;数字经济;风电;一带一路;西部大开发;国企改革;绿色电力;深股通;融资融券,301526.SZ,17,301526
17,新型城镇化;装配式建筑;光伏建筑一体化;虚拟现实;乡村振兴;回购增持再贷款概念,605287.SH,6,605287
17,金属锌;金属铅;金属铜;磷化工;黄金概念;化肥;草甘膦;硅能源;稀土永磁;锂电池概念;天然气;绿色电力;建筑节能;TOPCON电池;参股银行;西部大开发;光伏概念;一带一路;回购增持再贷款概念;沪股通;融资融券,603077.SH,21,603077
17,液冷服务器;数据中心;数据要素;储能;锂电池概念;人民币贬值受益;新能源汽车;牙科医疗;农机;风电;氢能源;碳中和;乡村振兴;煤化工概念,603090.SH,14,603090
33,ST板块;创投,300225.SZ,2,300225
17,仿制药一致性评价;合成生物;阿尔茨海默概念,605177.SH,3,605177
33,宁德时代概念;新能源汽车;比亚迪概念;储能;汽车热管理;华为手机;柔性屏(折叠屏);消费电子概念;智能家居;华为概念;小米概念;三胎概念;深股通;融资融券,002824.SZ,14,002824
151,芯片概念;工业母机;海峡两岸;融资融券;中俄贸易概念;互联网金融;一带一路;专精特新,920706.BJ,8,920706
33,人形机器人;柔性屏(折叠屏);新能源汽车;长安汽车概念;机器人概念;小米概念;消费电子概念;专精特新;建筑节能;足球概念;华为概念;一带一路;有机硅概念;锂电池概念;融资融券,300980.SZ,15,300980
33,MiniLED;无线耳机;汽车电子;小米概念;传感器;5G;存储芯片;物联网;海峡两岸;比亚迪概念;华为概念;芯片概念;智慧灯杆;智慧城市;机器人概念;元宇宙;人民币贬值受益,300650.SZ,17,300650
33,职业教育;智慧城市;信创;高铁;京津冀一体化;智能电网;雄安新区;人民币贬值受益;充电桩;垃圾分类;机器人概念;一带一路;专精特新;无人驾驶,300407.SZ,14,300407
33,国产航母;军民融合;大飞机;商业航天;航空发动机;军工;无人机;央企国企改革;高端装备;国企改革;深股通;融资融券,000738.SZ,12,000738
17,统一大市场;冷链物流;新疆振兴;一带一路;西部大开发;沪股通;摘帽,600603.SH,7,600603
33,共封装光学(CPO);F5G概念;中国AI 50;液冷服务器;5G;汽车电子;芯片概念;同花顺新质50;数据中心;深股通;无人驾驶;人民币贬值受益;创投;融资融券,300308.SZ,14,300308
17,页岩气;高端装备;专精特新;天然气;人民币贬值受益;海工装备;沪股通;融资融券,688377.SH,8,688377
33,氟化工概念;钠离子电池;锂电池概念;宁德时代概念;液冷服务器;仿制药一致性评价;深股通;融资融券,002326.SZ,8,002326
17,科创次新股;先进封装;存储芯片;光刻胶;注册制次新股;芯片概念;新能源汽车;新股与次新股;融资融券,688757.SH,9,688757
33,人民币贬值受益;参股银行;融资融券,301356.SZ,3,301356
17,可控核聚变;核电;军工;中字头股票;央企国企改革;水利;储能;房屋检测;一带一路;长三角一体化;国企改革;PPP概念;同花顺中特估100;沪股通;融资融券,601611.SH,15,601611
33,光热发电;航空发动机;特钢概念;海工装备;军工;中俄贸易概念;光伏概念;高端装备;污水处理;国企改革;硅能源;专精特新;回购增持再贷款概念;小金属概念;金属铜,300402.SZ,15,300402
151,AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;国企改革;房屋检测;融资融券;新型城镇化;粤港澳大湾区;数字经济;一带一路;低空经济;乡村振兴,920892.BJ,14,920892
33,航空发动机;大飞机;军工;无人机;低空经济;创新药;深股通;融资融券,000534.SZ,8,000534
17,创新药;仿制药一致性评价;合成生物;肝炎概念;幽门螺杆菌概念;专精特新;沪股通;融资融券,688799.SH,8,688799
17,军民融合;军工信息化;军工;低空经济;专精特新;央企国企改革;国企改革;沪股通;融资融券,688552.SH,9,688552
17,钛白粉概念;福建自贸区;海峡两岸;专精特新;沪股通;融资融券,603826.SH,6,603826
33,商业航天;钙钛矿电池;硅能源;TOPCON电池;HJT电池;光伏概念;光伏建筑一体化;储能;绿色电力;华为概念;乡村振兴;共同富裕示范区;深股通;融资融券,300118.SZ,14,300118
17,农机;长安汽车概念;机器人概念;燃料电池;新能源汽车,603926.SH,5,603926
17,生物质能发电;污水处理;PPP概念;雄安新区;碳中和;碳交易;国企改革;央企国企改革;DeepSeek概念;人工智能;沪股通;融资融券,600963.SH,12,600963
33,网络游戏;手机游戏;元宇宙;抖音概念(字节概念);虚拟现实,002919.SZ,5,002919
33,生态农业;化肥;乡村振兴;碳中和;页岩气;氢能源;国企改革;PM2.5;京津冀一体化;人民币贬值受益;深股通;融资融券,300072.SZ,12,300072
17,共封装光学(CPO);OLED;芯片概念;宁德时代概念;固态电池;消费电子概念;锂电池概念;专精特新;新能源汽车;传感器;沪股通,603052.SH,11,603052
17,超导概念;可控核聚变;光纤概念;共封装光学(CPO);商业航天;3D打印;芯片概念;军工;核电;5G;海工装备;东数西算(算力);数据中心;低空经济;网络安全;数据安全;华为概念;比亚迪概念;专精特新;工业互联网;风电;新能源汽车;华为汽车;一带一路;长三角一体化;参股银行;沪股通;融资融券,600105.SH,28,600105
33,钛白粉概念;石墨电极;钒电池;小金属概念;金属钴;锂电池概念;回购增持再贷款概念;高股息精选;固态电池;氢能源;天然气;宁德时代概念;养老概念;深股通;融资融券,002601.SZ,15,002601
17,商业航天;航空发动机;可控核聚变;3D打印;核电;芯片概念;独角兽概念;特高压;DeepSeek概念;共封装光学(CPO);充电桩;新能源汽车;西部大开发;医疗器械概念;沪股通;融资融券,688102.SH,16,688102
33,第三代半导体;培育钻石;先进封装;TOPCON电池;芯片概念;AI眼镜;消费电子概念;光伏概念;新型工业化;数字经济;智能物流;深股通;融资融券,300316.SZ,13,300316
17,共封装光学(CPO);光纤概念;汽车芯片;5G;芯片概念;数据中心;西部大开发;沪股通;融资融券,688498.SH,9,688498
33,短剧游戏;Sora概念(文生视频);文化传媒概念;IP经济(谷子经济);AIGC概念;抖音概念(字节概念);腾讯概念;阿里巴巴概念;新疆振兴;西部大开发;AI应用;深股通,001330.SZ,12,001330
33,柔性直流输电;特高压;核电;风电;海工装备;智能电网;氢能源;充电桩;一带一路;无人机;数字经济;5G;深股通;融资融券,002498.SZ,14,002498
151,一带一路;融资融券;光伏概念;BC电池;第三代半导体;TOPCON电池;硅能源;HJT电池,920368.BJ,8,920368
33,智慧政务;区块链;Web3.0;腾讯概念;AI智能体;云计算;云办公;在线教育;虚拟数字人;阿里巴巴概念;网络安全;元宇宙;数字经济;鸿蒙概念;AIGC概念;信创;智谱AI;人工智能;DeepSeek概念;虚拟现实;语音技术;物联网;数据中心;网红经济;低空经济;小米概念;一带一路;融资融券;深股通,002467.SZ,29,002467
33,AI应用;小红书概念;快手概念;短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;6G概念;信创;人工智能;网红经济;卫星导航;智慧城市;智慧灯杆;共同富裕示范区;华为概念;创投;海工装备;专精特新;5G;深股通;融资融券,002115.SZ,25,002115
33,AI应用;医药电商;智能医疗;养老概念;阿里巴巴概念;流感;创新药;人工智能;合成生物;医疗器械概念;深股通;融资融券,301408.SZ,12,301408
17,人形机器人;华为汽车;比亚迪概念;长安汽车概念;机器人概念;新能源汽车;回购增持再贷款概念;国企改革,603239.SH,8,603239
33,先进封装;第三代半导体;芯片概念;工业母机;传感器;高端装备;专精特新;华为概念;机器人概念;物联网;工业互联网;一带一路;深股通,300480.SZ,13,300480
17,天然气;煤炭概念;新疆振兴;页岩气;俄乌冲突概念;西部大开发;融资融券;沪股通,603393.SH,8,603393
17,IP经济(谷子经济);智能家居,603898.SH,2,603898
17,卫星导航;商业航天;军工信息化;太赫兹;军民融合;军工;无人机;低空经济;量子科技;物联网;高端装备;京津冀一体化;央企国企改革;传感器;芯片概念;特高压;国企改革;医疗器械概念;沪股通;融资融券,600879.SH,20,600879
33,军民融合;太赫兹;军工;海工装备;数字孪生;高端装备;人工智能;风电;专精特新;机器人概念;垃圾分类;一带一路;航运概念;天然气;深股通;融资融券,300008.SZ,16,300008
17,文化传媒概念;注册制次新股;旅游概念;西部大开发;国企改革;新股与次新股;融资融券,603402.SH,7,603402
151,DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,920116.BJ,10,920116
33,ERP概念;DeepSeek概念;人工智能;跨境电商;人民币贬值受益;智能物流;AI应用;深股通;融资融券,301381.SZ,9,301381
17,磷化工;锂电池概念;合成生物;新能源汽车;比亚迪概念;芯片概念;融资融券;沪股通,603010.SH,8,603010
17,农业种植;乡村振兴;白酒概念,603779.SH,3,603779
151,先进封装;AI应用;6G概念;卫星导航;冰雪产业;体育产业;商业航天;虚拟数字人;Sora概念(文生视频);芯片概念;5G;足球概念;AIGC概念;DeepSeek概念;AI智能体;智能穿戴;知识产权保护;毫米波雷达;短剧游戏;文化传媒概念;低空经济;军民融合;军工;腾讯概念;人工智能;融资融券,920021.BJ,26,920021
33,共封装光学(CPO);光纤概念;先进封装;英伟达概念;5G;同花顺新质50;数据中心;华为概念;无人驾驶;专精特新;人民币贬值受益;深股通;融资融券,300394.SZ,13,300394
17,CRO概念;细胞免疫治疗;创新药;智能医疗;央企国企改革;国企改革;沪股通;融资融券,688710.SH,8,688710
17,国产航母;军民融合;军工信息化;商业航天;大飞机;军工;低空经济;无人机;飞行汽车(eVTOL);央企国企改革;传感器;国企改革;沪股通;融资融券;卫星导航;中字头股票,600372.SH,16,600372
17,商业航天;数字经济;DeepSeek概念;创投;氢能源;芯片概念;智能物流;粤港澳大湾区;天然气;绿色电力;俄乌冲突概念;回购增持再贷款概念;页岩气;航运概念;煤化工概念;融资融券;沪股通,605090.SH,17,605090
33,商业航天;卫星导航;海峡两岸;5G;光纤概念;储能;光伏概念;新能源汽车;消费电子概念;融资融券,301329.SZ,10,301329
151,核污染防治;海峡两岸;光伏概念;融资融券;专精特新;高铁;商业航天;PCB概念,920665.BJ,8,920665
33,减速器;人形机器人;机器人概念;储能;光伏概念;特高压;股权转让(并购重组);融资融券,301023.SZ,8,301023
151,一带一路;粤港澳大湾区;专精特新;融资融券,920957.BJ,4,920957
33,国产航母;军工信息化;商业航天;军工;云计算;海工装备;数据要素;算力租赁;东数西算(算力);阿里巴巴概念;人工智能;腾讯概念;高端装备;DeepSeek概念;传感器;机器人概念;数据中心;京津冀一体化;专精特新;风电;深股通;融资融券;股权转让(并购重组),300065.SZ,23,300065
33,商业航天;航空发动机;军民融合;可控核聚变;军工;核电;高端装备;特钢概念;芯片概念;京津冀一体化;专精特新;金属回收;深股通;融资融券,301522.SZ,14,301522
17,商业航天;卫星导航;无人机;钙钛矿电池;土壤修复;一带一路;人民币贬值受益;沪股通,605598.SH,8,605598
17,汽车电子;5G;新能源汽车;消费电子概念;机器人概念;数据中心;独角兽概念;医疗器械概念;沪股通,603380.SH,9,603380
17,第三代半导体;减速器;人形机器人;机器人概念;光伏概念;机器视觉;多模态AI;沪股通;融资融券,688556.SH,9,688556
33,商业航天;航空发动机;卫星导航;大飞机;军工;无人机;低空经济;PEEK材料;飞行汽车(eVTOL);换电概念;机器人概念;小米汽车;专精特新;华为汽车;人形机器人;小米概念;创投;氢能源;家用电器;汽车热管理;智能物流;比亚迪概念;新能源汽车;特斯拉概念;深股通;融资融券,301005.SZ,26,301005
33,毫米波雷达;芯片概念;华为昇腾;商业航天;车联网(车路协同);机器视觉;无人机;汽车电子;无人驾驶;华为概念;军工;军民融合;安防;传感器;机器人概念;高端装备;智能家居;深股通;融资融券;低空经济,002414.SZ,20,002414
33,钙钛矿电池;HJT电池;POE胶膜;硅能源;光伏建筑一体化;商业航天;光伏概念;卫星导航;充电桩;储能;华为概念;绿色电力;粤港澳大湾区;新能源汽车;芯片概念;深股通;融资融券,002218.SZ,17,002218
17,存储芯片;MCU芯片;芯片概念;汽车电子;小米概念;华为概念;融资融券;沪股通,688766.SH,8,688766
33,铜缆高速连接;消费电子概念;人形机器人;华为海思概念股;高压快充;比亚迪概念;数据中心;新能源汽车;超导概念;同花顺新质50;核电;机器人概念;充电桩;军工;华为概念;大飞机;智能电网;工业互联网;锂电池概念;风电;粤港澳大湾区;海峡两岸;互联网金融;绿色电力;医疗器械概念;深股通;融资融券;3D打印,002130.SZ,28,002130
33,可控核聚变;商业航天;核电;核污染防治;超超临界发电;央企国企改革;水利;氢能源;安防;燃料电池;煤化工概念;一带一路;国企改革;天然气;融资融券;幽门螺杆菌概念;深股通;中字头股票,000777.SZ,18,000777
