所属概念,market_code,股票代码,所属概念数量,code
车联网(车路协同);卫星导航;时空大数据;数据安全;无人驾驶;百度概念;鸿蒙概念;低空经济;数据要素;商业航天;星闪概念;国产操作系统;智慧城市;DeepSeek概念;区块链;智能座舱;人工智能;无人机;阿里巴巴概念;军工;京津冀一体化;华为概念;抖音概念(字节概念);MCU芯片;智能穿戴;机器人概念;汽车芯片;芯片概念;汽车电子;小米汽车;小米概念;长安汽车概念;参股保险;华为汽车;共享单车;比亚迪概念;人形机器人;充电桩;两轮车;特斯拉概念;融资融券;深股通,33,002405.SZ,42,002405
高端装备;创投;参股银行;机器视觉;华为概念;专精特新,17,603095.SH,6,603095
BC电池;HJT电池;POE胶膜;光伏概念;储能;固态电池;PCB概念;沪股通;融资融券,17,603806.SH,9,603806
青蒿素;信托概念;股权转让(并购重组);天然气;地下管网;碳中和;西部大开发;氢能源;储能;融资融券,33,000593.SZ,10,000593
金属铅;金属锌;黄金概念;金属铜;小金属概念;金属镍;超导概念;西部大开发;可控核聚变;锂电池概念;沪股通;融资融券,17,601212.SH,12,601212
污水处理;净水概念;土壤修复;碳中和;水利;人工智能;融资融券,33,300864.SZ,7,300864
特高压;智能电网;充电桩;换电概念;高压快充;光伏概念;虚拟电厂;电力物联网;核电;风电;储能;碳中和;水利;绿色电力;新能源汽车;新型城镇化;地下管网;天然气;车联网(车路协同);机器人概念;物联网;智慧城市;华为概念;数字孪生;工业互联网;数字经济;人工智能;动力电池回收;养老概念;网络安全;融资融券,33,002339.SZ,31,002339
硅能源;光热发电;光伏概念;核电;高端装备;氢能源;储能;碳中和;工业互联网;数据中心;DeepSeek概念;超超临界发电;专精特新;液冷服务器;融资融券;沪股通,17,600481.SH,16,600481
特色小镇;新型城镇化;PPP概念;雄安新区;京津冀一体化;低空经济;智慧城市;机器人概念;人工智能;沪股通;融资融券;DeepSeek概念;股权转让(并购重组),17,600340.SH,13,600340
金属铜;金属镍;黄金概念;小金属概念;锂电池概念;PCB概念;深股通;融资融券;5G;新能源汽车;国企改革,33,000630.SZ,11,000630
金属铅;金属锌;金属镍;金属铜;黄金概念;金属钴;小金属概念;俄乌冲突概念;西部大开发;深股通;融资融券,33,000426.SZ,11,000426
碳中和;碳交易;乡村振兴;土地流转;国企改革;回购增持再贷款概念;融资融券,17,600076.SH,7,600076
硅能源;TOPCON电池;光伏建筑一体化;钙钛矿电池;绿色电力;光伏概念;融资融券;5G,17,600537.SH,8,600537
光刻胶;OLED;AI眼镜;柔性屏(折叠屏);钙钛矿电池;沪股通;融资融券,17,688378.SH,7,688378
中俄贸易概念;专精特新;人民币贬值受益;融资融券,33,301125.SZ,4,301125
军工信息化;卫星导航;商业航天;华为昇腾;军工;无人机;DeepSeek概念;西部大开发;沪股通;融资融券,17,688636.SH,10,688636
商业航天;航空发动机;可控核聚变;3D打印;核电;芯片概念;独角兽概念;特高压;DeepSeek概念;共封装光学(CPO);充电桩;新能源汽车;西部大开发;医疗器械概念;沪股通;融资融券,17,688102.SH,16,688102
商业航天;6G概念;同花顺新质50;军工;低空经济;央企国企改革;中字头股票;国企改革;一带一路;同花顺中特估100;沪股通;融资融券,17,601698.SH,12,601698
金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;回购增持再贷款概念;国企改革;深股通;融资融券,33,002716.SZ,10,002716
智慧政务;空间计算;数据要素;时空大数据;数据安全;卫星导航;网络安全;阿里巴巴概念;人脸识别;智慧城市;人工智能;DeepSeek概念;华为概念;智能医疗;安防;低空经济;物联网;无人机;机器视觉;数据中心;水利;机器人概念;传感器;共同富裕示范区;专精特新;智能电网;人形机器人;一带一路;股权转让(并购重组);AI应用;融资融券,33,301218.SZ,31,301218
HJT电池;TOPCON电池;BC电池;光伏概念;沪股通;融资融券,17,688429.SH,6,688429
抖音概念(字节概念);小红书概念;融资融券;ERP概念;拼多多概念;阿里巴巴概念,151,920227.BJ,6,920227
染料;光刻胶;钙钛矿电池;专精特新;钠离子电池;芯片概念;深股通,33,300758.SZ,7,300758
TOPCON电池;HJT电池;氢能源;储能;融资融券;光伏概念;专精特新;BC电池,151,920167.BJ,8,920167
汽车拆解概念;食品安全;低空经济;军民融合;华为汽车;军工;DeepSeek概念;比亚迪概念;华为概念;机器人概念;特斯拉概念;小米概念;AI眼镜;深股通;融资融券,33,300938.SZ,15,300938
太赫兹;军工信息化;卫星导航;6G概念;商业航天;军民融合;军工;低空经济;无人机;华为概念;无人驾驶;家用电器;国企改革;深股通;融资融券,33,300342.SZ,15,300342
商业航天;军民融合;大飞机;军工;高端装备;水利;央企国企改革;氢能源;西部大开发;国企改革;煤化工概念;沪股通;融资融券,17,600343.SH,13,600343
Sora概念(文生视频);快手概念;小红书概念;智谱AI;短剧游戏;ChatGPT概念;AIGC概念;拼多多概念;华为盘古;多模态AI;AI应用;虚拟数字人;AI智能体;抖音概念(字节概念);云计算;阿里巴巴概念;百度概念;数据要素;文化传媒概念;腾讯概念;移动支付;跨境支付(CIPS);DeepSeek概念;人工智能;独角兽概念;华为概念;跨境电商;小米概念;人民币贬值受益;西部大开发;深股通;融资融券,33,301171.SZ,32,301171
卫星导航;商业航天;航空发动机;大飞机;军工;低空经济;无人机;飞行汽车(eVTOL);3D打印;核电;机器人概念;AI手机;人形机器人;消费电子概念;西部大开发;回购增持再贷款概念;沪股通;融资融券,17,688333.SH,18,688333
盐湖提锂;磷化工;小金属概念;锂电池概念;储能;绿色电力;固废处理;西部大开发;回购增持再贷款概念;深股通;风电;国企改革;融资融券,33,000155.SZ,13,000155
物业管理;绿色电力;回购增持再贷款概念;证金持股;风电;储能;深股通;融资融券,33,000631.SZ,8,000631
军工信息化;军民融合;军工;黑龙江自贸区;专精特新;融资融券,17,688011.SH,6,688011
硅能源;BC电池;TOPCON电池;HJT电池;光伏概念;储能;风电;绿色电力;回购增持再贷款概念;一带一路;雄安新区;京津冀一体化;比亚迪概念;DeepSeek概念;人民币贬值受益;融资融券;深股通,33,002459.SZ,17,002459
AI应用;AI智能体;华为鲲鹏;华为欧拉;云计算;信创;人工智能;华为概念;华为海思概念股;物联网;芯片概念;回购增持再贷款概念;沪股通;融资融券,17,688258.SH,14,688258
锂电池概念;融资融券,17,603285.SH,2,603285
抖音概念(字节概念);数据要素;手机游戏;时空大数据;网络游戏;人工智能;人脸识别;智慧城市;养老概念;车联网(车路协同);安防;数据中心;军民融合;军工;低空经济;机器视觉;乡村振兴;PPP概念;无人机;粤港澳大湾区;5G;ST板块;新型工业化;机器人概念;无人驾驶,33,300044.SZ,25,300044
卫星导航;商业航天;军工信息化;军民融合;军工;无人机;智慧城市;人工智能;5G;机器人概念;专精特新;芯片概念;深股通;融资融券,33,300762.SZ,14,300762
BC电池;富士康概念;TOPCON电池;固态电池;华为概念;电子纸;宁德时代概念;苹果概念;第三代半导体;MicroLED概念;新型工业化;锂电池概念;比亚迪概念;3D打印;PCB概念;光伏概念;飞行汽车(eVTOL);特斯拉概念;新能源汽车;医疗器械概念;医美概念;沪股通;融资融券,17,688559.SH,23,688559
中船系;军工信息化;军民融合;卫星导航;商业航天;量子科技;军工;低空经济;无人机;数字经济;无人驾驶;海工装备;央企国企改革;传感器;光纤概念;国企改革;芯片概念;专精特新;深股通,33,300516.SZ,19,300516
减速器;两轮车;比亚迪概念;新能源汽车;无人驾驶;汽车电子;专精特新;融资融券,17,688280.SH,8,688280
光纤概念;商业航天;第三代半导体;卫星导航;军工;芯片概念;小金属概念;华为概念;光伏概念;西部大开发;深股通;融资融券,33,002428.SZ,12,002428
硅能源;TOPCON电池;光伏概念;储能;第三代半导体;专精特新;高端装备;工业母机;融资融券;沪股通,17,603185.SH,10,603185
钙钛矿电池;BC电池;PET铜箔;第三代半导体;MicroLED概念;PCB概念;光纤概念;3D打印;OLED;柔性屏(折叠屏);固态电池;光伏概念;宁德时代概念;先进封装;芯片概念;专精特新;锂电池概念;共封装光学(CPO);华为海思概念股;碳纤维;存储芯片;华为概念;高端装备;商业航天;融资融券,17,688170.SH,25,688170
啤酒概念;海峡两岸;回购增持再贷款概念;股权转让(并购重组),33,002969.SZ,4,002969
先进封装;AI应用;6G概念;卫星导航;冰雪产业;体育产业;商业航天;虚拟数字人;Sora概念(文生视频);毫米波雷达;知识产权保护;足球概念;智能穿戴;芯片概念;短剧游戏;腾讯概念;文化传媒概念;融资融券;人工智能;低空经济;AIGC概念;军工;5G;军民融合;DeepSeek概念;AI智能体,151,920021.BJ,26,920021
先进封装;共封装光学(CPO);宁德时代概念;固态电池;MicroLED概念;芯片概念;消费电子概念;光纤概念;3D打印;华为概念;锂电池概念;新型工业化;钙钛矿电池;工业母机;新能源汽车;机器人概念;储能;光伏概念;燃料电池;氢能源;沪股通;融资融券,17,688518.SH,22,688518
金属钴;金属镍;钠离子电池;盐湖提锂;固态电池;动力电池回收;磷化工;小金属概念;锂电池概念;宁德时代概念;特斯拉概念;储能;新能源汽车;回购增持再贷款概念;机器人概念;低空经济;西部大开发;深股通;融资融券,33,300919.SZ,19,300919
金属铅;金属锌;金属铜;黄金概念;小金属概念;金属回收;央企国企改革;国企改革;融资融券;沪股通,17,600961.SH,10,600961
存储芯片;东数西算(算力);华为概念;粤港澳大湾区;芯片概念;先进封装;消费电子概念;第三代半导体;新能源汽车;锂电池概念;无人机;深股通;融资融券,33,301348.SZ,13,301348
存储芯片;先进封装;PCB概念;共封装光学(CPO);MiniLED;毫米波雷达;血氧仪;消费电子概念;汽车电子;芯片概念;5G;小米概念;军工;无人机;专精特新;充电桩;数据中心;机器人概念;比亚迪概念;新能源汽车;锂电池概念;钠离子电池;粤港澳大湾区;储能;工业互联网;深股通;融资融券,33,300903.SZ,27,300903
钠离子电池;固态电池;金属镍;锂电池概念;小金属概念;宁德时代概念;污水处理;比亚迪概念;国企改革;深股通;融资融券,33,002125.SZ,11,002125
人工智能;智能医疗;传感器;宠物经济;融资融券,17,688607.SH,5,688607
商业航天;碳纤维;无人机;3D打印;5G;机器人概念;网约车;创投;消费电子概念;新型烟草(电子烟);OLED;可降解塑料;新能源汽车;PCB概念;NMN概念;2025年报预增,33,300221.SZ,16,300221
海峡两岸;家庭医生;文化传媒概念;智慧城市;创投;国企改革;数字经济;独角兽概念;医疗器械概念;充电桩;智能医疗;人工智能;东数西算(算力);数据中心;摘帽,33,300300.SZ,15,300300
硅能源;有机硅概念;光伏概念;芯片概念;西部大开发;新疆振兴;沪股通;融资融券,17,688303.SH,8,688303
BC电池;钙钛矿电池;光伏概念;POE胶膜;新能源汽车;融资融券,17,688680.SH,6,688680
网红经济;C2M概念;粤港澳大湾区;物联网;智能家居;股权转让(并购重组),33,002853.SZ,6,002853
磷化工;化肥;TOPCON电池;农业种植;锂电池概念;广东自贸区;乡村振兴;西部大开发;国企改革;光伏概念;粤港澳大湾区;2025三季报预增;2025年报预增;深股通,33,000833.SZ,14,000833
芯片概念;AI眼镜;PCB概念;机器视觉;MiniLED;光伏概念;基因测序;锂电池概念;融资融券,17,688610.SH,9,688610
钛白粉概念;金属铅;金属锌;金属铜;小金属概念;黄金概念;锂电池概念;西部大开发;深股通;股权转让(并购重组);融资融券,33,000688.SZ,11,000688
PET铜箔;固态电池;钠离子电池;宁德时代概念;HJT电池;消费电子概念;锂电池概念;钙钛矿电池;比亚迪概念;华为概念;人形机器人;华为数字能源;新型工业化;物联网;人工智能;数字孪生;机器人概念;储能;燃料电池;高端装备;氢能源;回购增持再贷款概念;智能物流;光伏概念;沪股通;融资融券,17,688499.SH,26,688499
人工智能;机器视觉;机器人概念;融资融券,33,301138.SZ,4,301138
磷化工;绿色电力,17,600078.SH,2,600078
AI应用;AIGC概念;ChatGPT概念;AI智能体;华为鲲鹏;华为昇腾;数据要素;阿里巴巴概念;智慧政务;腾讯概念;鸿蒙概念;信创;DeepSeek概念;人工智能;数字经济;化债概念(AMC概念);融资融券,33,301378.SZ,17,301378
天然气;专精特新;物联网;深股通;融资融券,33,301303.SZ,5,301303
OLED;第三代半导体;存储芯片;芯片概念;光伏概念;TOPCON电池;小金属概念;创投;沪股通;股权转让(并购重组);融资融券,17,600641.SH,11,600641
智能座舱;毫米波雷达;OLED;MR(混合现实);无人驾驶;智能穿戴;AI眼镜;虚拟现实;英伟达概念;无人机;汽车电子;安防;消费电子概念;低空经济;芯片概念;百度概念;无线耳机;军民融合;元宇宙;华为概念;机器视觉;传感器;苹果概念;比亚迪概念;无线充电;机器人概念;华为汽车;特斯拉概念;智能家居;新能源汽车;创投;人形机器人;一带一路;深股通;股权转让(并购重组);融资融券,33,002036.SZ,36,002036
商业航天;卫星导航;军工;MCU芯片;核电;高端装备;人工智能;高铁;央企国企改革;芯片概念;存储芯片;机器人概念;智能物流;国企改革;融资融券;深股通,33,300455.SZ,16,300455
商业航天;军工信息化;卫星导航;军民融合;军工;福建自贸区;海峡两岸;无人机;低空经济;海工装备;华为欧拉;安防;MR(混合现实);智慧政务;网络安全;央企国企改革;5G;数据安全;华为鲲鹏;芯片概念;信创;虚拟现实;元宇宙;华为概念;数字经济;多模态AI;人工智能;国企改革;风电;乡村振兴;DeepSeek概念;深股通;融资融券,33,000547.SZ,33,000547
金属铅;金属锌;黄金概念;小金属概念;金属回收;央企国企改革;西部大开发;军工;国企改革;光纤概念;沪股通;融资融券,17,600497.SH,12,600497
光伏概念;一带一路;长三角一体化;融资融券;沪股通,17,601865.SH,5,601865
垃圾分类;光伏建筑一体化;家用电器;共同富裕示范区;TOPCON电池;HJT电池;光伏概念;新能源汽车;储能;比亚迪概念;军民融合;无人机;ETC;传感器;5G;融资融券,33,002860.SZ,16,002860
硅能源;TOPCON电池;BC电池;HJT电池;光伏概念;同花顺漂亮100;一带一路;芯片概念;中芯国际概念;深股通;融资融券,33,002129.SZ,11,002129
AI应用;小红书概念;快手概念;短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;6G概念;信创;人工智能;网红经济;卫星导航;智慧城市;智慧灯杆;共同富裕示范区;华为概念;创投;海工装备;专精特新;5G;深股通;融资融券,33,002115.SZ,25,002115
