market_code,所属概念数量,股票代码,所属概念,code
33,15,000680.SZ,雅下水电概念;高端装备;雄安新区;一带一路;国企改革;新型城镇化;垃圾分类;中俄贸易概念;机器人概念;人民币贬值受益;无人驾驶;乡村振兴;人工智能;融资融券;深股通,000680
33,3,300313.SZ,ST板块;乳业;西部大开发,300313
33,14,301666.SZ,快手概念;阿里巴巴概念;小红书概念;百度概念;抖音概念(字节概念);腾讯概念;数据中心;DeepSeek概念;英伟达概念;专精特新;存储芯片;注册制次新股;新股与次新股;融资融券,301666
17,9,605389.SH,减速器;专精特新;高端装备;机器人概念;海工装备;光伏概念;国企改革;沪股通;股权转让(并购重组),605389
17,11,605299.SH,足球概念;冰雪产业;体育产业;跨境电商;养老概念;海峡两岸;人工智能;AIGC概念;DeepSeek概念;鸿蒙概念;华为概念,605299
17,17,603186.SH,先进封装;PCB概念;芯片概念;消费电子概念;MiniLED;5G;毫米波雷达;6G概念;石墨烯;海峡两岸;华为概念;固态电池;锂电池概念;储能;冷链物流;绿色电力;沪股通,603186
33,2,301585.SZ,专精特新;融资融券,301585
33,16,300015.SZ,眼科医疗;民营医院;医美概念;养老概念;同花顺漂亮100;智能医疗;医疗器械概念;虚拟数字人;DeepSeek概念;创投;人工智能;深股通;融资融券;智能穿戴;AI眼镜;AI智能体,300015
17,14,600379.SH,特高压;智能电网;光热发电;虚拟电厂;高铁;燃料电池;储能;氢能源;央企国企改革;国企改革;西部大开发;军工;芯片概念;融资融券,600379
33,6,301075.SZ,西部大开发;三胎概念;流感;仿制药一致性评价;创新药;融资融券,301075
33,13,000155.SZ,盐湖提锂;小金属概念;磷化工;锂电池概念;固废处理;绿色电力;西部大开发;风电;回购增持再贷款概念;国企改革;储能;深股通;融资融券,000155
33,5,002825.SZ,创投;燃料电池;专精特新;人民币贬值受益;氢能源,002825
17,12,605208.SH,金属回收;新能源汽车;汽车热管理;长安汽车概念;一体化压铸;机器人概念;比亚迪概念;人形机器人;减速器;2025年报预增;一带一路;融资融券,605208
17,6,688795.SH,科创次新股;芯片概念;人工智能;注册制次新股;新股与次新股;融资融券,688795
17,7,603124.SH,PCB概念;PET铜箔;液冷服务器;工业母机;专精特新;沪股通;融资融券,603124
17,12,688691.SH,汽车芯片;存储芯片;MCU芯片;芯片概念;中芯国际概念;5G;小米概念;卫星导航;专精特新;上海自贸区;沪股通;融资融券,688691
33,5,300831.SZ,柔性直流输电;特高压;芯片概念;西部大开发;国企改革,300831
33,11,300740.SZ,拼多多概念;跨境电商;DeepSeek概念;网红经济;三胎概念;回购增持再贷款概念;医美概念;毛发医疗;合成生物;深股通;融资融券,300740
22,2,600696.SH,白酒概念;ST板块,600696
17,14,600075.SH,煤化工概念;水泥概念;生态农业;可降解塑料;新疆振兴;碳交易;绿色电力;国企改革;西部大开发;回购增持再贷款概念;一带一路;储能;沪股通;融资融券,600075
33,6,300334.SZ,净水概念;污水处理;垃圾分类;PPP概念;雄安新区;京津冀一体化,300334
33,14,000830.SZ,煤化工概念;化肥;磷化工;消毒剂;生态农业;氟化工概念;天然气;有机硅概念;氢能源;央企国企改革;国企改革;乡村振兴;深股通;融资融券,000830
33,6,300821.SZ,有机硅概念;硅能源;2026一季报预增;燃料电池;融资融券;深股通,300821
33,4,002856.SZ,新型城镇化;垃圾分类;粤港澳大湾区;国企改革,002856
33,3,301373.SZ,光伏概念;专精特新;融资融券,301373
17,17,600110.SH,PET铜箔;固态电池;锂电池概念;宁德时代概念;PCB概念;军工;比亚迪概念;新能源汽车;特斯拉概念;无人机;核电;储能;粤港澳大湾区;绿色电力;融资融券;股权转让(并购重组);沪股通,600110
33,8,301592.SZ,军工信息化;军工;无人机;存储芯片;芯片概念;西部大开发;深股通;融资融券,301592
151,7,920402.BJ,融资融券;碳中和;国企改革;氢能源;光伏概念;硅能源;芯片概念,920402
33,6,300763.SZ,绿色电力;光伏概念;储能;芯片概念;融资融券;深股通,300763
17,7,600773.SH,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,600773
17,17,688018.SH,MCU芯片;星闪概念;WiFi 6;中国AI 50;芯片概念;小米概念;语音技术;抖音概念(字节概念);AI智能体;机器人概念;物联网;人工智能;智能家居;数字经济;上海自贸区;沪股通;融资融券,688018
33,18,301191.SZ,F5G概念;6G概念;WiFi 6;5G;数据中心;网络安全;芯片概念;汽车电子;信创;华为概念;智能座舱;小米概念;安防;车联网(车路协同);粤港澳大湾区;创投;深股通;融资融券,301191
17,18,603158.SH,液冷服务器;数据中心;空气能热泵;汽车电子;汽车热管理;无线充电;储能;智能座舱;传感器;华为概念;长安汽车概念;新能源汽车;比亚迪概念;专精特新;特斯拉概念;华为汽车;燃料电池;氢能源,603158
33,7,002606.SZ,特高压;虚拟电厂;储能;绿色电力;专精特新;一带一路;融资融券,002606
33,8,002490.SZ,页岩气;天然气;国企改革;氢能源;摘帽;深股通;海工装备;股权转让(并购重组),002490
17,11,603978.SH,氟化工概念;PVDF概念;锂电池概念;回购增持再贷款概念;储能;一体化压铸;军工;核电;商业航天;芯片概念;融资融券,603978
17,14,688048.SH,共封装光学(CPO);光纤概念;第三代半导体;汽车芯片;芯片概念;数据中心;商业航天;无人驾驶;华为概念;专精特新;可控核聚变;医美概念;沪股通;融资融券,688048
151,17,920564.BJ,商业航天;空间计算;西部大开发;智慧城市;融资融券;时空大数据;DeepSeek概念;数据要素;人工智能;华为昇腾;旅游概念;数字乡村;云计算;乡村振兴;华为鲲鹏;多模态AI;数字孪生,920564
33,2,300225.SZ,ST板块;创投,300225
17,8,605268.SH,人脸识别;智慧城市;安防;物联网;新型城镇化;数据要素;智能家居;华为概念,605268
33,7,000609.SZ,互联网金融;ST板块;创投;高铁;芯片概念;存储芯片;股权转让(并购重组),000609
33,15,300559.SZ,虚拟数字人;在线教育;AI应用;职业教育;体育产业;AI智能体;阿里巴巴概念;腾讯概念;多模态AI;DeepSeek概念;人工智能;信创;华为概念;西部大开发;深股通,300559
17,8,603032.SH,固态电池;锂电池概念;比亚迪概念;机器人概念;减速器;西部大开发;新疆振兴;融资融券,603032
33,7,301116.SZ,养鸡;预制菜;宠物经济;乡村振兴;体育产业;深股通;融资融券,301116
22,5,603559.SH,ST板块;时空大数据;云计算;数据中心;5G,603559
17,8,688269.SH,金属回收;专精特新;西部大开发;燃料电池;氢能源;国企改革;动力电池回收;融资融券,688269
17,10,688530.SH,PET铜箔;MicroLED概念;MiniLED;芯片概念;钙钛矿电池;专精特新;HJT电池;光伏概念;小金属概念;融资融券,688530
22,4,605336.SH,家用电器;智能家居;DeepSeek概念;ST板块,605336
22,8,603389.SH,培育钻石;ST板块;钛白粉概念;小金属概念;智能家居;稀土永磁;创投;旅游概念,603389
17,3,603125.SH,风电;沪股通;融资融券,603125
17,22,688106.SH,俄乌冲突概念;天然气;固态电池;新疆振兴;氢能源;中芯国际概念;碳中和;锂电池概念;存储芯片;光伏概念;第三代半导体;冷链物流;燃料电池;回购增持再贷款概念;可控核聚变;商业航天;长三角一体化;芯片概念;核电;专精特新;沪股通;融资融券,688106
17,1,603221.SH,人民币贬值受益,603221
33,13,002481.SZ,预制菜;人造肉;网红经济;宠物经济;国企改革;合成生物;跨境电商;化肥;回购增持再贷款概念;一带一路;绿色电力;深股通;融资融券,002481
33,9,000504.SZ,ST板块;细胞免疫治疗;污水处理;国企改革;CRO概念;动力电池回收;锂电池概念;智慧灯杆;股权转让(并购重组),000504
17,5,600423.SH,煤化工概念;消毒剂;国企改革;西部大开发;芯片概念,600423
33,8,002620.SZ,ST板块;建筑节能;装配式建筑;光伏建筑一体化;新型城镇化;绿色电力;光伏概念;ERP概念,002620
17,2,600078.SH,磷化工;绿色电力,600078
17,6,688084.SH,军工;无人机;机器人概念;高端装备;沪股通;融资融券,688084
17,14,688630.SH,光刻机;先进封装;PCB概念;OLED;芯片概念;光刻胶;2025年报预增;专精特新;高端装备;光伏概念;BC电池;2026一季报预增;融资融券;沪股通,688630
33,25,002528.SZ,深圳国企改革;ST板块;智慧灯杆;国企改革;人民币贬值受益;国资云;军民融合;智慧城市;数字经济;智能家居;安防;物联网;数字孪生;智能医疗;华为概念;机器视觉;人工智能;5G;东数西算(算力);人脸识别;区块链;数据要素;信创;智慧政务;华为鲲鹏,002528
22,10,603789.SH,生态农业;ST板块;数据要素;乡村振兴;共同富裕示范区;新疆振兴;农机;无人机;机器人概念;无人驾驶,603789
17,13,600096.SH,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;锂电池概念;碳中和;西部大开发;国企改革;乡村振兴;高股息精选;融资融券;沪股通,600096
33,17,000792.SZ,盐湖提锂;化肥;小金属概念;锂电池概念;储能;央企国企改革;西部大开发;2025年报预增;国企改革;新能源汽车;特色小镇;比亚迪概念;同花顺漂亮100;旅游概念;融资融券;深股通;股权转让(并购重组),000792
33,6,300025.SZ,元宇宙;虚拟现实;华为概念;IP经济(谷子经济);5G;融资融券,300025
33,25,002380.SZ,电力物联网;智能电网;虚拟电厂;信创;核电;华为概念;机器视觉;AI智能体;工业互联网;数据要素;光热发电;智慧城市;新型工业化;人工智能;专精特新;传感器;数字经济;储能;机器人概念;AI应用;超超临界发电;垃圾分类;一带一路;碳中和;深股通,002380
33,8,300677.SZ,医疗器械概念;养老概念;跨境电商;创投;人民币贬值受益;智能医疗;融资融券;深股通,300677
33,37,300184.SZ,华为海思概念股;存储芯片;汽车芯片;MCU芯片;液冷服务器;5G;芯片概念;6G概念;数据中心;第三代半导体;汽车电子;消费电子概念;PCB概念;智能穿戴;OLED;华为概念;无线耳机;小米概念;传感器;星闪概念;物联网;车联网(车路协同);腾讯概念;ETC;比亚迪概念;机器人概念;电力物联网;独角兽概念;智能家居;2025年报预增;特斯拉概念;人工智能;智能电网;光伏概念;跨境电商;融资融券;深股通,300184
17,7,603205.SH,医药电商;三胎概念;医疗器械概念;跨境电商;消毒剂;人民币贬值受益;融资融券,603205
33,27,002253.SZ,云计算;华为鲲鹏;智慧政务;华为昇腾;信创;网络安全;语音技术;人脸识别;数据要素;ST板块;职业教育;元宇宙;智慧城市;安防;人工智能;车联网(车路协同);数字孪生;军工信息化;西部大开发;华为概念;虚拟现实;卫星导航;军民融合;低空经济;军工;虚拟电厂;成飞概念,002253
33,9,300076.SZ,智慧城市;虚拟现实;安防;智能电网;MiniLED;MicroLED概念;专精特新;国企改革;OLED,300076
151,6,920028.BJ,比亚迪概念;宁德时代概念;华为概念;5G;新股与次新股;融资融券,920028
33,5,301617.SZ,固态电池;专精特新;金属回收;深股通;融资融券,301617
33,23,300503.SZ,商业航天;减速器;人形机器人;富士康概念;工业母机;传感器;新型工业化;比亚迪概念;芯片概念;PCB概念;机器人概念;高端装备;新能源汽车;专精特新;海峡两岸;光伏概念;人工智能;燃料电池;粤港澳大湾区;2025年报预增;氢能源;融资融券;深股通,300503
17,12,688981.SH,国家大基金持股;存储芯片;中芯国际概念;芯片概念;汽车电子;消费电子概念;中国AI 50;物联网;上海自贸区;同花顺漂亮100;融资融券;沪股通,688981
17,11,600539.SH,小红书概念;净水概念;宠物经济;海峡两岸;跨境电商;污水处理;股权转让(并购重组);机器视觉;锂电池概念;AI应用;光伏概念,600539
33,17,000793.SZ,ST板块;海南自贸区;参股券商;农业种植;化债概念(AMC概念);乡村振兴;创投;网红经济;旅游概念;网络游戏;区块链;数字经济;人工智能;手机游戏;文化传媒概念;信创;抖音概念(字节概念),000793
33,13,301560.SZ,空气能热泵;汽车热管理;新能源汽车;储能;专精特新;特斯拉概念;比亚迪概念;机器人概念;人民币贬值受益;液冷服务器;工业互联网;数据中心;融资融券,301560
17,10,600409.SH,有机硅概念;消毒剂;钠离子电池;绿色电力;国企改革;光伏概念;京津冀一体化;华为概念;沪股通;融资融券,600409
22,10,603595.SH,无线充电;新能源汽车;苹果概念;无线耳机;光伏概念;宁德时代概念;消费电子概念;ST板块;富士康概念;第三代半导体,603595
33,6,000803.SZ,固废处理;西部大开发;国企改革;数字经济;工业互联网;物联网,000803
17,17,688227.SH,算力租赁;东数西算(算力);芯片概念;军工;华为欧拉;云计算;华为概念;信创;智慧政务;AI智能体;数据要素;人工智能;DeepSeek概念;数字经济;区块链;互联网金融;融资融券,688227
33,1,003018.SZ,液冷服务器,003018
33,11,301611.SZ,存储芯片;光刻机;OLED;第三代半导体;芯片概念;专精特新;锂电池概念;燃料电池;医疗器械概念;深股通;融资融券,301611
33,15,301499.SZ,高压快充;汽车热管理;燃料电池;传感器;新能源汽车;专精特新;汽车电子;消费电子概念;氢能源;芯片概念;毫米波雷达;无人驾驶;PCB概念;天然气;融资融券,301499
33,10,002759.SZ,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;宁德时代概念;比亚迪概念;家用电器;深股通;融资融券,002759
33,3,301188.SZ,医疗器械概念;回购增持再贷款概念;融资融券,301188
33,9,002833.SZ,粤港澳大湾区;新型工业化;减速器;专精特新;新能源汽车;机器人概念;高端装备;DeepSeek概念;深股通,002833
17,8,603239.SH,华为汽车;长安汽车概念;新能源汽车;比亚迪概念;回购增持再贷款概念;机器人概念;人形机器人;国企改革,603239
33,9,002029.SZ,跨境电商;海峡两岸;数字经济;互联网保险;AI应用;参股保险;证金持股;深股通;融资融券,002029
33,9,002821.SZ,CRO概念;减肥药;创新药;合成生物;智能医疗;人民币贬值受益;京津冀一体化;深股通;融资融券,002821
33,14,300745.SZ,无线充电;汽车电子;比亚迪概念;长安汽车概念;华为汽车;小米汽车;新能源汽车;机器人概念;充电桩;高压快充;燃料电池;储能;氢能源;融资融券,300745
